bookID,title,short_title
2161, The Song Book of Quong Lee of Limehouse,The Song Book of Quong Lee of Limehouse
21639, When Patty Went to College,When Patty Went to College
21853, Woman's Work in the Civil War: A Record of Heroism, Patriotism, and Patience,Woman's Work in the Civil War: A Record of Heroism, Patriotism, and Patience
21867, Afterwards,Afterwards
22, Roget's Thesaurus,Roget's Thesaurus
22179, Old Rail Fence Corners: The A. B. C's. of Minnesota History,Old Rail Fence Corners: The A. B. C's. of Minnesota History
22200, Recollections|With Photogravure Portrait of the Author and a number of|Original Letters, of which one by George Meredith and|another by Robert Louis Stevenson are reproduced in|facsimile,Recollections
22421, The Hesperides & Noble Numbers: Vol. 1 and 2,The Hesperides & Noble Numbers: Vol. 1 and 2
2244, As You Like It,As You Like It
2258, Henry VIII,Henry VIII
22763, Suite Mentale,Suite Mentale
22942, Clare Avery: A Story of the Spanish Armada,Clare Avery: A Story of the Spanish Armada
23104, The Blue Tower,The Blue Tower
23175, My Terminal Moraine|1892,My Terminal Moraine
23189, The Lily of Leyden,The Lily of Leyden
23224, Historical Introduction to Studies Among the Sedentary Indians of New Mexico; Report on the Ruins of the Pueblo of Pecos|Papers Of The Arch\xe6ological Institute Of America, American Series, Vol. I,Historical Introduction to Studies Among the Sedentary Indians of New Mexico; Report on the Ruins of the Pueblo of Pecos
23514, The Long Hillside|A Christmas Hare-Hunt In Old Virginia|1908,The Long Hillside
23555, The Lost Guidon|1911,The Lost Guidon
23577, Taking Tales: Instructive and Entertaining Reading,Taking Tales: Instructive and Entertaining Reading
23942, Unborn Tomorrow,Unborn Tomorrow
2423, Anecdotes of the late Samuel Johnson, LL.D.|During the Last Twenty Years of His Life,Anecdotes of the late Samuel Johnson, LL.D.
24372, Practical Ethics,Practical Ethics
24410, Hollow Tree Nights and Days,Hollow Tree Nights and Days
24541, Between the Lines: Secret Service Stories Told Fifty Years After,Between the Lines: Secret Service Stories Told Fifty Years After
2457, Stories By English Authors: Italy (Selected by Scribners),Stories By English Authors: Italy (Selected by Scribners)
24570, High Adventure: A Narrative of Air Fighting in France,High Adventure: A Narrative of Air Fighting in France
2466, Virgin Soil,Virgin Soil
24723, Final Weapon,Final Weapon
24836, Rodman The Boatsteerer And Other Stories|1898,Rodman The Boatsteerer And Other Stories
25001, An Old Man's Love,An Old Man's Love
25026, Bristol Bells: A Story of the Eighteenth Century,Bristol Bells: A Story of the Eighteenth Century
25068, The Book of Sports:|Containing Out-door Sports, Amusements and Recreations, Including Gymnastics, Gardening & Carpentering,The Book of Sports:
25337, Genuine Mediumship; or, The Invisible Powers,Genuine Mediumship; or, The Invisible Powers
25341, The 28th: A Record of War Service in the Australian Imperial Force, 1915-19, Vol. I|Egypt, Gallipoli, Lemnos Island, Sinai Peninsula,The 28th: A Record of War Service in the Australian Imperial Force, 1915-19, Vol. I
25440, An Undivided Union,An Undivided Union
25623, Barbarians,Barbarians
25652, A Treasury of Heroes and Heroines|A Record of High Endeavour and Strange Adventure from 500 B.C. to 1920 A.D.,A Treasury of Heroes and Heroines
25780, The Fire People,The Fire People
26067, The Life of Thomas, Lord Cochrane, Tenth Earl of Dundonald, Vol. II,The Life of Thomas, Lord Cochrane, Tenth Earl of Dundonald, Vol. II
26333, Maurine and Other Poems,Maurine and Other Poems
26398, Tudor and Stuart Love Songs,Tudor and Stuart Love Songs
26477, Observations on the Florid Song; Or, Sentiments on the Ancient and Modern Singers,Observations on the Florid Song; Or, Sentiments on the Ancient and Modern Singers
2654, The Papers and Writings of Abraham Lincoln - Volume 2: 1843-1858,The Papers and Writings of Abraham Lincoln - Volume 2: 1843-1858
2669, The Life and Adventures of Baron Trenck, Volume 2,The Life and Adventures of Baron Trenck, Volume 2
26908, Conversations on Chemistry, V. 1-2|In Which the Elements of that Science Are Familiarly Explained and Illustrated by Experiments,Conversations on Chemistry, V. 1-2
26980, Frank H. Nelson of Cincinnati,Frank H. Nelson of Cincinnati
26994, When Life Was Young|At the Old Farm in Maine,When Life Was Young
27080, G. K. Chesterton, A Critical Study,G. K. Chesterton, A Critical Study
27129, Lyrics from the Song-Books of the Elizabethan Age,Lyrics from the Song-Books of the Elizabethan Age
27261, Fantazius Mallare: A Mysterious Oath,Fantazius Mallare: A Mysterious Oath
2729, A Tale of Three Lions,A Tale of Three Lions
27347, Appearances: Being Notes of Travel,Appearances: Being Notes of Travel
2735, The Golden Dog,The Golden Dog
27375, If Winter Don't|A.B.C.D.E.F. Notsomuchinson,If Winter Don't
27409, The King's Wake, and Other Ballads,The King's Wake, and Other Ballads
27430, The Critical Period of American History,The Critical Period of American History
27431, The Adventures of Daniel Boone: the Kentucky rifleman,The Adventures of Daniel Boone: the Kentucky rifleman
27450, A History of Elizabethan Literature,A History of Elizabethan Literature
27453, Colorado Jim,Colorado Jim
275, The Augsburg Confession|The confession of faith, which was submitted to His Imperial Majesty Charles V at the diet of Augsburg in the year 1530,The Augsburg Confession
27507, The Giant's Robe,The Giant's Robe
27722, Masterpieces of Mystery in Four Volumes: Ghost Stories,Masterpieces of Mystery in Four Volumes: Ghost Stories
27764, Dramatic Reader for Lower Grades,Dramatic Reader for Lower Grades
27874, Foot-prints of Travel; Or, Journeyings in Many Lands,Foot-prints of Travel; Or, Journeyings in Many Lands
27903, The Magic World,The Magic World
27975, Delineations of the Ox Tribe: The Natural History of Bulls, Bisons, and Buffaloes.|Exhibiting all the Known Species and the More Remarkable Varieties of the Genus Bos.,Delineations of the Ox Tribe: The Natural History of Bulls, Bisons, and Buffaloes.
28008, Under the Southern Cross,Under the Southern Cross
28025, The Story of John G. Paton|Or Thirty Years Among South Sea Cannibals,The Story of John G. Paton
28087, Tuskegee & Its People: Their Ideals and Achievements,Tuskegee & Its People: Their Ideals and Achievements
28111, Moment of Truth,Moment of Truth
28215, Empire,Empire
28399, Four Plays of Gil Vicente,Four Plays of Gil Vicente
2862, The Twins of Table Mountain, and Other Stories,The Twins of Table Mountain, and Other Stories
28752, Pleasures of the telescope|An Illustrated Guide for Amateur Astronomers and a Popular Description of the Chief Wonders of the Heavens for General Readers,Pleasures of the telescope
28835, The Tale of Brynild, and King Valdemar and His Sister: Two Ballads,The Tale of Brynild, and King Valdemar and His Sister: Two Ballads
28873, Track's End|Being the Narrative of Judson Pitcher's Strange Winter Spent There as Told by Himself and Edited by Hayden Carruth Including an Accurate Account of His Numerous Adventures, and the Facts Concerning His Several Surprising Escapes from Death Now First Printed in Full,Track's End
28874, Comments on the Taxonomy and Geographic Distribution of Some North American Rabbits,Comments on the Taxonomy and Geographic Distribution of Some North American Rabbits
28964, Crumps, The Plain Story of a Canadian Who Went,Crumps, The Plain Story of a Canadian Who Went
29, The 1990 United States Census,The 1990 United States Census
29048, The Fabric of Civilization|A Short Survey of the Cotton Industry in the United States,The Fabric of Civilization
29088, Polly of Lady Gay Cottage,Polly of Lady Gay Cottage
2913, The Pigeon: A Fantasy in Three Acts,The Pigeon: A Fantasy in Three Acts
29173, The White Lie,The White Lie
29281, Remarks Concerning Stones Said to Have Fallen from the Clouds, Both in These Days, and in Antient Times,Remarks Concerning Stones Said to Have Fallen from the Clouds, Both in These Days, and in Antient Times
29637, Introduction to the Study of History,Introduction to the Study of History
29657, Mixed Faces,Mixed Faces
29787, England, Picturesque and Descriptive: A Reminiscence of Foreign Travel,England, Picturesque and Descriptive: A Reminiscence of Foreign Travel
29842, Histology of the Blood, Normal and Pathological,Histology of the Blood, Normal and Pathological
29875, Dreamers of the Ghetto,Dreamers of the Ghetto
30215, Intarsia and Marquetry,Intarsia and Marquetry
30302, The Benefactress,The Benefactress
30338, Freedom,Freedom
30390, Dickens' London,Dickens' London
30780, The First Seventeen Years: Virginia 1607-1624,The First Seventeen Years: Virginia 1607-1624
30802, Commentaries on the Laws of England, Book the First,Commentaries on the Laws of England, Book the First
31113, Company 'A', corps of engineers, U.S.A., 1846-'48, in the Mexican war,Company 'A', corps of engineers, U.S.A., 1846-'48, in the Mexican war
31125, The Life and Work of Susan B. Anthony (Volume 2 of 2)|Including Public Addresses, Her Own Letters and Many From Her Contemporaries During Fifty Years,The Life and Work of Susan B. Anthony (Volume 2 of 2)
31522, The Pearl of Orr's Island: A Story of the Coast of Maine,The Pearl of Orr's Island: A Story of the Coast of Maine
31610, The Books of Chilan Balam: The Prophetic and Historic Records of the Mayas of Yucatan,The Books of Chilan Balam: The Prophetic and Historic Records of the Mayas of Yucatan
31688, What Shall I Be? A Chat With Young People,What Shall I Be? A Chat With Young People
31898, The Bright Shawl,The Bright Shawl
32032, Second Variety,Second Variety
32124, To Choke an Ocean,To Choke an Ocean
32196, Cr̩cy,Cr̩cy
32240, The Boy Scouts in the Blue Ridge; Or, Marooned Among the Moonshiners,The Boy Scouts in the Blue Ridge; Or, Marooned Among the Moonshiners
32400, Paper and Printing Recipes|A Handy Volume of Practical Recipes, Concerning the Every-Day Business of Stationers, Printers, Binders, and the Kindred Trades,Paper and Printing Recipes
32410, No Shield from the Dead,No Shield from the Dead
32608, Some War-time Lessons|The Soldier's Standards of Conduct; The War As a Practical Test of American Scholarship; What Have We Learned?,Some War-time Lessons
32631, Restricted Tool,Restricted Tool
327, The Princess Aline,The Princess Aline
32830, The State of the Blessed Dead,The State of the Blessed Dead
32950, Camp and Trail,Camp and Trail
32964, Puss in Boots, Jr., and the Good Gray Horse,Puss in Boots, Jr., and the Good Gray Horse
33226, No Moss; Or, The Career of a Rolling Stone,No Moss; Or, The Career of a Rolling Stone
33255, Within Prison Walls|being a narrative during a week of voluntary confinement in the state prison at Auburn, New York,Within Prison Walls
33439, A Reading Book in Irish History,A Reading Book in Irish History
33676, General Catholic Devotions,General Catholic Devotions
33761, Making Money,Making Money
33810, On the magnet, magnetick bodies also, and on the great magnet the earth|a new physiology, demonstrated by many arguments & experiments,On the magnet, magnetick bodies also, and on the great magnet the earth
33847, The History of Cuba, vol. 1,The History of Cuba, vol. 1
33862, The Mechanism of Life,The Mechanism of Life
33887, Fairy and Folk Tales of the Irish Peasantry,Fairy and Folk Tales of the Irish Peasantry
33934, She Knew He Was Coming,She Knew He Was Coming
34201, An Amicable Controversy with a Jewish Rabbi, on The Messiah's Coming|With an Entirely New Exposition of Zechariah, on the Messiah's Kingdom,An Amicable Controversy with a Jewish Rabbi, on The Messiah's Coming
34246, Of High Descent,Of High Descent
34343, The Betrothal|A Sequel to the Blue Bird; A Fairy Play in Five Acts and Eleven Scenes,The Betrothal
34494, Stan Lynn: A Boy's Adventures in China,Stan Lynn: A Boy's Adventures in China
34679, Jonathan and His Continent: Rambles Through American Society,Jonathan and His Continent: Rambles Through American Society
34741, The Two Twilights,The Two Twilights
35, The Time Machine,The Time Machine
35190, Torrent of Portyngale,Torrent of Portyngale
35246, Arne: A Sketch of Norwegian Country Life,Arne: A Sketch of Norwegian Country Life
35248, Nan Sherwood at Lakeview Hall; Or, The Mystery of the Haunted Boathouse,Nan Sherwood at Lakeview Hall; Or, The Mystery of the Haunted Boathouse
35253, Under a Charm: A Novel. Vol. III,Under a Charm: A Novel. Vol. III
35354, Moral Theology|A Complete Course Based on St. Thomas Aquinas and the Best Modern Authorities,Moral Theology
35366, Tom Clark and His Wife|Their Double Dreams, And the Curious Things that Befell Them Therein; Being the Rosicrucian's Story,Tom Clark and His Wife
35513, The Ledge on Bald Face,The Ledge on Bald Face
35534, How to be Happy Though Married: Being a Handbook to Marriage,How to be Happy Though Married: Being a Handbook to Marriage
35647, The Canadian Portrait Gallery - Volume 3 (of 4),The Canadian Portrait Gallery - Volume 3 (of 4)
35736, Life and Death, and Other Legends and Stories,Life and Death, and Other Legends and Stories
35752, Blacker's Art of Fly Making, &c.|Comprising Angling, & Dyeing of Colours, with Engravings of Salmon & Trout Flies,Blacker's Art of Fly Making, &c.
35850, An Old Story of My Farming Days Vol. 2 (of 3).|(Ut Mine Stromtid),An Old Story of My Farming Days Vol. 2 (of 3).
35966, Loveliness: A Story,Loveliness: A Story
35972, For the School Colours,For the School Colours
35990, The Story of Lewis Carroll|Told for Young People by the Real Alice in Wonderland,The Story of Lewis Carroll
36016, The Prussian Terror,The Prussian Terror
36072, The Victorian Age: The Rede Lecture for 1922,The Victorian Age: The Rede Lecture for 1922
36174, French Classics,French Classics
36265, The Impeachment of the House of Brunswick,The Impeachment of the House of Brunswick
